surah	ayah	word	segment	form_bw	form_ar	tag	segment_type	pos	lemma	lemma_ar	root	root_ar	aspect	verb_form	voice	derivation	person	gender	number	case	mood	state	prefix	suffix_pron	special
51	30	6	1	huwa	هُوَ	PRON	STEM	PRON									3	M	S						
51	30	7	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	30	7	2	Hakiymu	حَكِيمُ	N	STEM	N	Hakiym	حَكِيم	Hkm	حكم						M	S	NOM					
51	30	8	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	30	8	2	Ealiymu	عَلِيمُ	ADJ	STEM	ADJ	Ealiym	عَلِيم	Elm	علم						M	S	NOM					
51	31	1	1	qaAla	قَالَ	V	STEM	V	qaAla	قَالَ	qwl	قول	PERF				3	M	S						
51	31	2	1	fa	فَ	REM	PREFIX																f:REM+		
51	31	2	2	maA	مَا	REL	STEM	REL	maA	مَا															
51	31	3	1	xaTobu	خَطْبُ	N	STEM	N	xaTob	خَطْب	xTb	خطب						M		NOM					
51	31	3	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
51	31	4	1	>ay~uhaA	أَيُّهَا	N	STEM	N	>ay~uhaA	أَيُّهَا										NOM					
51	31	5	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	31	5	2	murosaluwna	مُرْسَلُونَ	N	STEM	N	m~urosal	مُّرْسَل	rsl	رسل		IV	PASS	PCPL		M	P	NOM					
51	32	1	1	qaAlu	قَالُ	V	STEM	V	qaAla	قَالَ	qwl	قول	PERF				3	M	P						
51	32	1	2	w^A@	وٓا@	PRON	SUFFIX																	3MP	
51	32	2	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
51	32	2	2	A^	آ	PRON	SUFFIX																	1P	
51	32	3	1	>urosilo	أُرْسِلْ	V	STEM	V	>arosala	أَرْسَلَ	rsl	رسل	PERF	IV	PASS		1		P						
51	32	3	2	naA^	نَآ	PRON	SUFFIX																	1P	
51	32	4	1	<ilaY`	إِلَىٰ	P	STEM	P	<ilaY`	إِلَىٰ															
51	32	5	1	qawomK	قَوْمٍ	N	STEM	N	qawom	قَوْم	qwm	قوم						M		GEN		INDEF			
51	32	6	1	m~ujorimiyna	مُّجْرِمِينَ	N	STEM	N	mujorim	مُجْرِم	jrm	جرم		IV	ACT	PCPL		M	P	GEN					
51	33	1	1	li	لِ	PRP	PREFIX																l:PRP+		
51	33	1	2	nurosila	نُرْسِلَ	V	STEM	V	>arosala	أَرْسَلَ	rsl	رسل	IMPF	IV			1		P		SUBJ				
51	33	2	1	Ealayo	عَلَيْ	P	STEM	P	EalaY`	عَلَىٰ															
51	33	2	2	himo	هِمْ	PRON	SUFFIX																	3MP	
51	33	3	1	HijaArapF	حِجَارَةً	N	STEM	N	HijaArap	حِجَارَة	Hjr	حجر						F		ACC		INDEF			
51	33	4	1	m~in	مِّن	P	STEM	P	min	مِن															
51	33	5	1	TiynK	طِينٍ	N	STEM	N	Tiyn	طِين	Tyn	طين						M		GEN		INDEF			
51	34	1	1	m~usaw~amapF	مُّسَوَّمَةً	N	STEM	N	m~usaw~amap	مُّسَوَّمَة	swm	سوم		II	PASS	PCPL		F		ACC		INDEF			
51	34	2	1	Einda	عِندَ	LOC	STEM	LOC	Eind	عِند	End	عند								ACC					
51	34	3	1	rab~i	رَبِّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		GEN					
51	34	3	2	ka	كَ	PRON	SUFFIX																	2MS	
51	34	4	1	li	لِ	P	PREFIX																l:P+		
51	34	4	2	lo	لْ	DET	PREFIX																Al+		
51	34	4	3	musorifiyna	مُسْرِفِينَ	N	STEM	N	musorif	مُسْرِف	srf	سرف		IV	ACT	PCPL		M	P	GEN					
51	35	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	35	1	2	>axorajo	أَخْرَجْ	V	STEM	V	>axoraja	أَخْرَجَ	xrj	خرج	PERF	IV			1		P						
51	35	1	3	naA	نَا	PRON	SUFFIX																	1P	
51	35	2	1	man	مَن	REL	STEM	REL	man	مَن															
51	35	3	1	kaAna	كَانَ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	S						kaAn
51	35	4	1	fiy	فِي	P	STEM	P	fiY	فِى															
51	35	4	2	haA	هَا	PRON	SUFFIX																	3FS	
51	35	5	1	mina	مِنَ	P	STEM	P	min	مِن															
51	35	6	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	35	6	2	mu&ominiyna	مُؤْمِنِينَ	N	STEM	N	mu&omin	مُؤْمِن	Amn	امن		IV	ACT	PCPL		M	P	GEN					
51	36	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	36	1	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
51	36	2	1	wajado	وَجَدْ	V	STEM	V	wajada	وَجَدَ	wjd	وجد	PERF				1		P						
51	36	2	2	naA	نَا	PRON	SUFFIX																	1P	
51	36	3	1	fiy	فِي	P	STEM	P	fiY	فِى															
51	36	3	2	haA	هَا	PRON	SUFFIX																	3FS	
51	36	4	1	gayora	غَيْرَ	N	STEM	N	gayor	غَيْر	gyr	غير						M		ACC					
51	36	5	1	bayotK	بَيْتٍ	N	STEM	N	bayot	بَيْت	byt	بيت						M		GEN		INDEF			
51	36	6	1	m~ina	مِّنَ	P	STEM	P	min	مِن															
51	36	7	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	36	7	2	musolimiyna	مُسْلِمِينَ	PN	STEM	PN	musolim	مُسْلِم	slm	سلم		IV	ACT	PCPL		M	P	GEN					
51	37	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	37	1	2	tarako	تَرَكْ	V	STEM	V	taraka	تَرَكَ	trk	ترك	PERF				1		P						
51	37	1	3	naA	نَا	PRON	SUFFIX																	1P	
51	37	2	1	fiy	فِي	P	STEM	P	fiY	فِى															
51	37	2	2	haA^	هَآ	PRON	SUFFIX																	3FS	
51	37	3	1	'aAyapF	ءَايَةً	N	STEM	N	'aAyap	ءَايَة	Ayy	ايي						F	S	ACC		INDEF			
51	37	4	1	l~i	لِّ	P	PREFIX																l:P+		
51	37	4	2	l~a*iyna	لَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
51	37	5	1	yaxaAfu	يَخَافُ	V	STEM	V	xaAfa	خَافَ	xwf	خوف	IMPF				3	M	P						
51	37	5	2	wna	ونَ	PRON	SUFFIX																	3MP	
51	37	6	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	37	6	2	Ea*aAba	عَذَابَ	N	STEM	N	Ea*aAb	عَذَاب	E*b	عذب						M		ACC					
51	37	7	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	37	7	2	>aliyma	أَلِيمَ	ADJ	STEM	ADJ	>aliym	أَلِيم	Alm	الم						M	S	ACC					
51	38	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	38	1	2	fiY	فِى	P	STEM	P	fiY	فِى															
51	38	2	1	muwsaY`^	مُوسَىٰٓ	PN	STEM	PN	muwsaY`	مُوسَىٰ								M		GEN					
51	38	3	1	<i*o	إِذْ	T	STEM	T	<i*	إِذ															
51	38	4	1	>arosalo	أَرْسَلْ	V	STEM	V	>arosala	أَرْسَلَ	rsl	رسل	PERF	IV			1		P						
51	38	4	2	na`	نَٰ	PRON	SUFFIX																	1P	
51	38	4	3	hu	هُ	PRON	SUFFIX																	3MS	
51	38	5	1	<ilaY`	إِلَىٰ	P	STEM	P	<ilaY`	إِلَىٰ															
51	38	6	1	firoEawona	فِرْعَوْنَ	PN	STEM	PN	firoEawon	فِرْعَوْن								M		GEN					
51	38	7	1	bi	بِ	P	PREFIX																bi+		
51	38	7	2	suloTa`nK	سُلْطَٰنٍ	N	STEM	N	suloTa`n	سُلْطَٰن	slT	سلط						M		GEN		INDEF			
51	38	8	1	m~ubiynK	مُّبِينٍ	N	STEM	N	m~ubiyn	مُّبِين	byn	بين		IV	ACT	PCPL		M		GEN		INDEF			
51	39	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	39	1	2	tawal~aY`	تَوَلَّىٰ	V	STEM	V	tawal~aY`	تَوَلَّىٰ	wly	ولي	PERF	V			3	M	S						
51	39	2	1	bi	بِ	P	PREFIX																bi+		
51	39	2	2	rukoni	رُكْنِ	N	STEM	N	rukon	رُكْن	rkn	ركن						M		GEN					
51	39	2	3	hi.	هِ.	PRON	SUFFIX																	3MS	
51	39	3	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	39	3	2	qaAla	قَالَ	V	STEM	V	qaAla	قَالَ	qwl	قول	PERF				3	M	S						
51	39	4	1	sa`HirN	سَٰحِرٌ	N	STEM	N	sa`Hir	سَٰحِر	sHr	سحر			ACT	PCPL		M		NOM		INDEF			
51	39	5	1	>awo	أَوْ	CONJ	STEM	CONJ	>aw	أَو															
51	39	6	1	majonuwnN	مَجْنُونٌ	N	STEM	N	majonuwn	مَجْنُون	jnn	جنن			PASS	PCPL		M		NOM		INDEF			
51	40	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	40	1	2	>axa*o	أَخَذْ	V	STEM	V	>axa*a	أَخَذَ	Ax*	اخذ	PERF				1		P						
51	40	1	3	na`	نَٰ	PRON	SUFFIX																	1P	
51	40	1	4	hu	هُ	PRON	SUFFIX																	3MS	
51	40	2	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	40	2	2	junuwda	جُنُودَ	N	STEM	N	jund	جُند	jnd	جند						M	P	ACC					
51	40	2	3	hu,	هُ,	PRON	SUFFIX																	3MS	
51	40	3	1	fa	فَ	CONJ	PREFIX																f:CONJ+		
51	40	3	2	naba*o	نَبَذْ	V	STEM	V	naba*a	نَبَذَ	nb*	نبذ	PERF				1		P						
51	40	3	3	na`	نَٰ	PRON	SUFFIX																	1P	
51	40	3	4	humo	هُمْ	PRON	SUFFIX																	3MP	
51	40	4	1	fiY	فِى	P	STEM	P	fiY	فِى															
51	40	5	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	40	5	2	yam~i	يَمِّ	N	STEM	N	yam~	يَمّ	ymm	يمم						M		GEN					
51	40	6	1	wa	وَ	CIRC	PREFIX																w:CIRC+		
51	40	6	2	huwa	هُوَ	PRON	STEM	PRON									3	M	S						
51	40	7	1	muliymN	مُلِيمٌ	N	STEM	N	muliym	مُلِيم	lwm	لوم		IV	ACT	PCPL		M		NOM		INDEF			
51	41	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	41	1	2	fiY	فِى	P	STEM	P	fiY	فِى															
51	41	2	1	EaAdK	عَادٍ	PN	STEM	PN	EaAd2	عَاد2	Ewd	عود								GEN					
51	41	3	1	<i*o	إِذْ	T	STEM	T	<i*	إِذ															
51	41	4	1	>arosalo	أَرْسَلْ	V	STEM	V	>arosala	أَرْسَلَ	rsl	رسل	PERF	IV			1		P						
51	41	4	2	naA	نَا	PRON	SUFFIX																	1P	
51	41	5	1	Ealayo	عَلَيْ	P	STEM	P	EalaY`	عَلَىٰ															
51	41	5	2	himu	هِمُ	PRON	SUFFIX																	3MP	
51	41	6	1	{l	ٱل	DET	PREFIX																Al+		
51	41	6	2	r~iyHa	رِّيحَ	N	STEM	N	riyH	رِيح	rwH	روح						F		ACC					
51	41	7	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	41	7	2	Eaqiyma	عَقِيمَ	ADJ	STEM	ADJ	Eaqiym	عَقِيم	Eqm	عقم						M	S	ACC					
51	42	1	1	maA	مَا	NEG	STEM	NEG	maA	مَا															
51	42	2	1	ta*aru	تَذَرُ	V	STEM	V	ya*ara	يَذَرَ	w*r	وذر	IMPF				3	F	S						
51	42	3	1	min	مِن	P	STEM	P	min	مِن															
51	42	4	1	$aYo'K	شَىْءٍ	N	STEM	N	$aYo'	شَىْء	$yA	شيا						M		GEN		INDEF			
51	42	5	1	>atato	أَتَتْ	V	STEM	V	>ataY	أَتَى	Aty	اتي	PERF				3	F	S						
51	42	6	1	Ealayo	عَلَيْ	P	STEM	P	EalaY`	عَلَىٰ															
51	42	6	2	hi	هِ	PRON	SUFFIX																	3MS	
51	42	7	1	<il~aA	إِلَّا	RES	STEM	RES	<il~aA	إِلَّا															
51	42	8	1	jaEalato	جَعَلَتْ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	PERF				3	F	S						
51	42	8	2	hu	هُ	PRON	SUFFIX																	3MS	
51	42	9	1	ka	كَ	P	PREFIX																ka+		
51	42	9	2	{l	ٱل	DET	PREFIX																Al+		
51	42	9	3	r~amiymi	رَّمِيمِ	N	STEM	N	ramiym	رَمِيم	rmm	رمم						M		GEN					
51	43	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	43	1	2	fiY	فِى	P	STEM	P	fiY	فِى															
51	43	2	1	vamuwda	ثَمُودَ	PN	STEM	PN	vamuwd	ثَمُود										GEN					
51	43	3	1	<i*o	إِذْ	T	STEM	T	<i*	إِذ															
51	43	4	1	qiyla	قِيلَ	V	STEM	V	qaAla	قَالَ	qwl	قول	PERF		PASS		3	M	S						
51	43	5	1	la	لَ	P	PREFIX																l:P+		
51	43	5	2	humo	هُمْ	PRON	STEM	PRON									3	M	P						
51	43	6	1	tamat~aEu	تَمَتَّعُ	V	STEM	V	tamat~aEa	تَمَتَّعَ	mtE	متع	IMPV	V			2	M	P						
51	43	6	2	wA@	وا@	PRON	SUFFIX																	2MP	
51	43	7	1	Hat~aY`	حَتَّىٰ	P	STEM	P	Hat~aY`	حَتَّىٰ															
51	43	8	1	HiynK	حِينٍ	N	STEM	N	Hiyn	حِين	Hyn	حين						M		GEN		INDEF			
51	44	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	44	1	2	Eata	عَتَ	V	STEM	V	Eata	عَتَ	Etw	عتو	PERF				3	M	P						
51	44	1	3	woA@	وْا@	PRON	SUFFIX																	3MP	
51	44	2	1	Eano	عَنْ	P	STEM	P	Ean	عَن															
51	44	3	1	>amori	أَمْرِ	N	STEM	N	>amor	أَمْر	Amr	امر						M		GEN					
51	44	4	1	rab~i	رَبِّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		GEN					
51	44	4	2	himo	هِمْ	PRON	SUFFIX																	3MP	
51	44	5	1	fa	فَ	REM	PREFIX																f:REM+		
51	44	5	2	>axa*ato	أَخَذَتْ	V	STEM	V	>axa*a	أَخَذَ	Ax*	اخذ	PERF				3	F	S						
51	44	5	3	humu	هُمُ	PRON	SUFFIX																	3MP	
51	44	6	1	{l	ٱل	DET	PREFIX																Al+		
51	44	6	2	S~a`Eiqapu	صَّٰعِقَةُ	N	STEM	N	SaAEiqap	صَاعِقَة	SEq	صعق						F	S	NOM					
51	44	7	1	wa	وَ	CIRC	PREFIX																w:CIRC+		
51	44	7	2	humo	هُمْ	PRON	STEM	PRON									3	M	P						
51	44	8	1	yanZuru	يَنظُرُ	V	STEM	V	n~aZara	نَّظَرَ	nZr	نظر	IMPF				3	M	P						
51	44	8	2	wna	ونَ	PRON	SUFFIX																	3MP	
51	45	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	45	1	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
51	45	2	1	{sotaTa`Eu	ٱسْتَطَٰعُ	V	STEM	V	{sotaTaAEa	ٱسْتَطَاعَ	TwE	طوع	PERF	X			3	M	P						
51	45	2	2	wA@	وا@	PRON	SUFFIX																	3MP	
51	45	3	1	min	مِن	P	STEM	P	min	مِن															
51	45	4	1	qiyaAmK	قِيَامٍ	N	STEM	N	qaA^}im	قَآئِم	qwm	قوم			ACT	PCPL		M	P	GEN		INDEF			
51	45	5	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	45	5	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
51	45	6	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
51	45	6	2	wA@	وا@	PRON	SUFFIX																	3MP	
51	45	7	1	muntaSiriyna	مُنتَصِرِينَ	N	STEM	N	m~untaSir	مُّنتَصِر	nSr	نصر		VIII	ACT	PCPL		M	P	ACC					
51	46	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	46	1	2	qawoma	قَوْمَ	N	STEM	N	qawom	قَوْم	qwm	قوم						M		ACC					
51	46	2	1	nuwHK	نُوحٍ	PN	STEM	PN	nuwH	نُوح								M		GEN					
51	46	3	1	m~in	مِّن	P	STEM	P	min	مِن															
51	46	4	1	qabolu	قَبْلُ	N	STEM	N	qabol	قَبْل	qbl	قبل								GEN					
51	46	5	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
51	46	5	2	humo	هُمْ	PRON	SUFFIX																	3MP	
51	46	6	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
51	46	6	2	wA@	وا@	PRON	SUFFIX																	3MP	
51	46	7	1	qawomFA	قَوْمًا	N	STEM	N	qawom	قَوْم	qwm	قوم						M		ACC		INDEF			
51	46	8	1	fa`siqiyna	فَٰسِقِينَ	ADJ	STEM	ADJ	faAsiq	فَاسِق	fsq	فسق			ACT	PCPL		M	P	ACC					
51	47	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	47	1	2	{l	ٱل	DET	PREFIX																Al+		
51	47	1	3	s~amaA^'a	سَّمَآءَ	N	STEM	N	samaA^'	سَمَآء	smw	سمو						F		ACC					
51	47	2	1	banayo	بَنَيْ	V	STEM	V	banaY`	بَنَىٰ	bny	بني	PERF				1		P						
51	47	2	2	na`	نَٰ	PRON	SUFFIX																	1P	
51	47	2	3	haA	هَا	PRON	SUFFIX																	3FS	
51	47	3	1	bi	بِ	P	PREFIX																bi+		
51	47	3	2	>ayoy@dK	أَيْي@دٍ	N	STEM	N	>ayoyd	أَيْيد	Ayd	ايد								GEN		INDEF			
51	47	4	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	47	4	2	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
51	47	4	3	A	ا	PRON	SUFFIX																	1P	
51	47	5	1	la	لَ	EMPH	PREFIX																l:EMPH+		
51	47	5	2	muwsiEuwna	مُوسِعُونَ	N	STEM	N	muwsiE	مُوسِع	wsE	وسع		IV	ACT	PCPL		M	P	NOM					
51	48	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	48	1	2	{lo	ٱلْ	DET	PREFIX																Al+		
51	48	1	3	>aroDa	أَرْضَ	N	STEM	N	>aroD	أَرْض	ArD	ارض						F		ACC					
51	48	2	1	fara$o	فَرَشْ	V	STEM	V	fara$o	فَرَشْ	fr$	فرش	PERF				1		P						
51	48	2	2	na`	نَٰ	PRON	SUFFIX																	1P	
51	48	2	3	haA	هَا	PRON	SUFFIX																	3FS	
51	48	3	1	fa	فَ	REM	PREFIX																f:REM+		
51	48	3	2	niEoma	نِعْمَ	V	STEM	V	niEoma	نِعْمَ	nEm	نعم	PERF				3	M	S						
51	48	4	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	48	4	2	ma`hiduwna	مَٰهِدُونَ	N	STEM	N	ma`hiduwn	مَٰهِدُون	mhd	مهد			ACT	PCPL		M	P	NOM					
51	49	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	49	1	2	min	مِن	P	STEM	P	min	مِن															
51	49	2	1	kul~i	كُلِّ	N	STEM	N	kul~	كُلّ	kll	كلل						M		GEN					
51	49	3	1	$aYo'K	شَىْءٍ	N	STEM	N	$aYo'	شَىْء	$yA	شيا						M		GEN		INDEF			
51	49	4	1	xalaqo	خَلَقْ	V	STEM	V	xalaqa	خَلَقَ	xlq	خلق	PERF				1		P						
51	49	4	2	naA	نَا	PRON	SUFFIX																	1P	
51	49	5	1	zawojayoni	زَوْجَيْنِ	N	STEM	N	zawoj	زَوْج	zwj	زوج						M	D	NOM					
51	49	6	1	laEal~a	لَعَلَّ	ACC	STEM	ACC	laEal~	لَعَلّ															<in~
51	49	6	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
51	49	7	1	ta*ak~aru	تَذَكَّرُ	V	STEM	V	ta*ak~ara	تَذَكَّرَ	*kr	ذكر	IMPF	V			2	M	P						
51	49	7	2	wna	ونَ	PRON	SUFFIX																	2MP	
51	50	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	50	1	2	fir~u	فِرُّ	V	STEM	V	far~ato	فَرَّتْ	frr	فرر	IMPV				2	M	P						
51	50	1	3	w^A@	وٓا@	PRON	SUFFIX																	2MP	
51	50	2	1	<ilaY	إِلَى	P	STEM	P	<ilaY`	إِلَىٰ															
51	50	3	1	{ll~ahi	ٱللَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
51	50	4	1	<in~i	إِنِّ	ACC	STEM	ACC	<in~	إِنّ															<in~
51	50	4	2	Y	ى	PRON	SUFFIX																	1S	
51	50	5	1	la	لَ	P	PREFIX																l:P+		
51	50	5	2	kum	كُم	PRON	STEM	PRON									2	M	P						
51	50	6	1	m~ino	مِّنْ	P	STEM	P	min	مِن															
51	50	6	2	hu	هُ	PRON	SUFFIX																	3MS	
51	50	7	1	na*iyrN	نَذِيرٌ	N	STEM	N	na*iyr	نَذِير	n*r	نذر						M		NOM		INDEF			
51	50	8	1	m~ubiynN	مُّبِينٌ	N	STEM	N	m~ubiyn	مُّبِين	byn	بين		IV	ACT	PCPL		M		NOM		INDEF			
51	51	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	51	1	2	laA	لَا	PRO	STEM	PRO	laA	لَا															
51	51	2	1	tajoEalu	تَجْعَلُ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	IMPF				2	M	P		JUS				
51	51	2	2	wA@	وا@	PRON	SUFFIX																	2MP	
51	51	3	1	maEa	مَعَ	LOC	STEM	LOC	maE	مَع										ACC					
51	51	4	1	{ll~ahi	ٱللَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
51	51	5	1	<ila`hFA	إِلَٰهًا	N	STEM	N	<ila`h	إِلَٰه	Alh	اله						M	S	ACC		INDEF			
51	51	6	1	'aAxara	ءَاخَرَ	ADJ	STEM	ADJ	A^xar	آخَر	Axr	اخر						M	S	ACC					
51	51	7	1	<in~i	إِنِّ	ACC	STEM	ACC	<in~	إِنّ															<in~
51	51	7	2	Y	ى	PRON	SUFFIX																	1S	
51	51	8	1	la	لَ	P	PREFIX																l:P+		
51	51	8	2	kum	كُم	PRON	STEM	PRON									2	M	P						
51	51	9	1	m~ino	مِّنْ	P	STEM	P	min	مِن															
51	51	9	2	hu	هُ	PRON	SUFFIX																	3MS	
51	51	10	1	na*iyrN	نَذِيرٌ	N	STEM	N	na*iyr	نَذِير	n*r	نذر						M		NOM		INDEF			
51	51	11	1	m~ubiynN	مُّبِينٌ	N	STEM	N	m~ubiyn	مُّبِين	byn	بين		IV	ACT	PCPL		M		NOM		INDEF			
51	52	1	1	ka	كَ	P	PREFIX																ka+		
51	52	1	2	*a`lika	ذَٰلِكَ	DEM	STEM	DEM	*a`lik	ذَٰلِك								M	S						
51	52	2	1	maA^	مَآ	NEG	STEM	NEG	maA	مَا															
51	52	3	1	>ataY	أَتَى	V	STEM	V	>ataY	أَتَى	Aty	اتي	PERF				3	M	S						
51	52	4	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
51	52	5	1	min	مِن	P	STEM	P	min	مِن															
51	52	6	1	qaboli	قَبْلِ	N	STEM	N	qabol	قَبْل	qbl	قبل								GEN					
51	52	6	2	him	هِم	PRON	SUFFIX																	3MP	
51	52	7	1	m~in	مِّن	P	STEM	P	min	مِن															
51	52	8	1	r~asuwlK	رَّسُولٍ	N	STEM	N	rasuwl	رَسُول	rsl	رسل						M		GEN		INDEF			
51	52	9	1	<il~aA	إِلَّا	RES	STEM	RES	<il~aA	إِلَّا															
51	52	10	1	qaAlu	قَالُ	V	STEM	V	qaAla	قَالَ	qwl	قول	PERF				3	M	P						
51	52	10	2	wA@	وا@	PRON	SUFFIX																	3MP	
51	52	11	1	saAHirN	سَاحِرٌ	N	STEM	N	sa`Hir	سَٰحِر	sHr	سحر			ACT	PCPL		M		NOM		INDEF			
51	52	12	1	>awo	أَوْ	CONJ	STEM	CONJ	>aw	أَو															
51	52	13	1	majonuwnN	مَجْنُونٌ	N	STEM	N	majonuwn	مَجْنُون	jnn	جنن			PASS	PCPL		M		NOM		INDEF			
51	53	1	1	>a	أَ	INTG	PREFIX																A:INTG+		
51	53	1	2	tawaASa	تَوَاصَ	V	STEM	V	tawaASa	تَوَاصَ	wSy	وصي	PERF	VI			3	M	P						
51	53	1	3	woA@	وْا@	PRON	SUFFIX																	3MP	
51	53	2	1	bi	بِ	P	PREFIX																bi+		
51	53	2	2	hi.	هِ.	PRON	STEM	PRON									3	M	S						
51	53	3	1	balo	بَلْ	RET	STEM	RET	bal	بَل															
51	53	4	1	humo	هُمْ	PRON	STEM	PRON									3	M	P						
51	53	5	1	qawomN	قَوْمٌ	N	STEM	N	qawom	قَوْم	qwm	قوم						M		NOM		INDEF			
51	53	6	1	TaAguwna	طَاغُونَ	N	STEM	N	Ta`giyn	طَٰغِين	Tgy	طغي			ACT	PCPL		M	P	NOM					
51	54	1	1	fa	فَ	REM	PREFIX																f:REM+		
51	54	1	2	tawal~a	تَوَلَّ	V	STEM	V	tawal~aY`	تَوَلَّىٰ	wly	ولي	IMPV	V			2	M	S						
51	54	2	1	Eano	عَنْ	P	STEM	P	Ean	عَن															
51	54	2	2	humo	هُمْ	PRON	SUFFIX																	3MP	
51	54	3	1	fa	فَ	REM	PREFIX																f:REM+		
51	54	3	2	maA^	مَآ	NEG	STEM	NEG	maA	مَا															
51	54	4	1	>anta	أَنتَ	PRON	STEM	PRON									2	M	S						
51	54	5	1	bi	بِ	P	PREFIX																bi+		
51	54	5	2	maluwmK	مَلُومٍ	N	STEM	N	maluwm	مَلُوم	lwm	لوم			PASS	PCPL		M		GEN		INDEF			
51	55	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	55	1	2	*ak~iro	ذَكِّرْ	V	STEM	V	*uk~ira	ذُكِّرَ	*kr	ذكر	IMPV	II			2	M	S						
51	55	2	1	fa	فَ	REM	PREFIX																f:REM+		
51	55	2	2	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
51	55	3	1	{l	ٱل	DET	PREFIX																Al+		
51	55	3	2	*~ikoraY`	ذِّكْرَىٰ	N	STEM	N	*ikoraY`	ذِكْرَىٰ	*kr	ذكر						F		ACC					
51	55	4	1	tanfaEu	تَنفَعُ	V	STEM	V	nafaEa	نَفَعَ	nfE	نفع	IMPF				3	F	S						
51	55	5	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	55	5	2	mu&ominiyna	مُؤْمِنِينَ	N	STEM	N	mu&omin	مُؤْمِن	Amn	امن		IV	ACT	PCPL		M	P	ACC					
51	56	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	56	1	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
51	56	2	1	xalaqo	خَلَقْ	V	STEM	V	xalaqa	خَلَقَ	xlq	خلق	PERF				1		S						
51	56	2	2	tu	تُ	PRON	SUFFIX																	1S	
51	56	3	1	{lo	ٱلْ	DET	PREFIX																Al+		
51	56	3	2	jin~a	جِنَّ	N	STEM	N	jin~	جِنّ	jnn	جنن						M		ACC					
51	56	4	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
51	56	4	2	{lo	ٱلْ	DET	PREFIX																Al+		
51	56	4	3	<insa	إِنسَ	N	STEM	N	<ins	إِنس	Ans	انس						M		ACC					
51	56	5	1	<il~aA	إِلَّا	RES	STEM	RES	<il~aA	إِلَّا															
51	56	6	1	li	لِ	PRP	PREFIX																l:PRP+		
